cgpa,attendance,backlogs,internships,projects,certifications,aptitude_score,coding_score,technical_skills_score,communication_score,branch,skills,placement
8.2,56.13,0,0,5,1,78.99,92.45,40.65,65.32,CSE,JavaScript:Intermediate;Data Science:Beginner,1
7.88,84.35,0,3,1,2,69.08,83.15,86.47,52.9,CIVIL,CSS:Intermediate;HTML:Intermediate;Machine Learning:Intermediate,1
8.37,64.25,3,0,3,1,35.81,95.58,75.12,56.99,CSE,React:Intermediate;C++:Beginner;JavaScript:Advanced;SQL:Beginner;Python:Intermediate,0
7.6,91.74,2,1,0,2,64.43,94.72,45.85,90.59,CSE,SQL:Advanced;Python:Intermediate;CSS:Beginner;Data Science:Advanced,0
9.09,77.92,4,1,1,4,37.63,79.03,63.93,88.48,CSE,HTML:Intermediate;Data Science:Beginner,0
8.82,80.83,1,1,5,4,51.22,37.94,82.82,69.94,EEE,React:Intermediate;Data Science:Beginner,1
8.15,93.46,2,0,3,4,68.64,46.82,36.9,79.78,EEE,SQL:Advanced;Machine Learning:Beginner;CSS:Beginner;Python:Advanced;React:Intermediate,1
6.81,74.84,1,1,0,7,96.53,69.67,92.56,99.27,ECE,C++:Intermediate;Data Science:Intermediate,1
7.78,87.12,0,2,1,6,56.3,63.39,45.39,89.91,MECH,Data Science:Advanced;Java:Advanced;C++:Intermediate,1
6.2,73.58,0,0,4,4,53.42,92.34,52.77,64.27,EEE,Python:Intermediate;Java:Beginner;Data Science:Intermediate,1
7.65,81.39,0,1,3,3,79.75,49.29,65.99,63.44,IT,JavaScript:Intermediate;CSS:Intermediate;C++:Advanced;Python:Intermediate;Java:Intermediate,1
7.82,96.75,0,0,3,6,59.24,72.93,46.56,79.86,MECH,C++:Beginner;CSS:Intermediate;HTML:Beginner;SQL:Advanced;Java:Intermediate,1
7.96,63.28,0,1,6,8,35.73,78.95,47.66,78.61,CSE,SQL:Intermediate;C++:Advanced;Machine Learning:Intermediate;React:Intermediate;Data Science:Intermediate,1
5.93,98.87,0,4,1,0,49.09,89.16,60.28,97.12,ECE,C++:Beginner;SQL:Intermediate;CSS:Intermediate;Java:Beginner,1
8.27,98.39,0,1,5,6,41.42,80.32,47.68,59.79,IT,SQL:Beginner;C++:Intermediate;JavaScript:Advanced;Data Science:Advanced,1
6.09,74.13,0,0,6,5,51.54,35.93,83.86,57.7,MECH,JavaScript:Intermediate;Python:Intermediate;CSS:Intermediate;React:Intermediate,1
9.46,64.79,0,1,1,3,99.38,37.36,36.05,72.1,EEE,JavaScript:Intermediate;Python:Intermediate;HTML:Advanced,1
8.52,73.84,0,2,1,3,53.23,46.04,85.4,95.19,MECH,React:Intermediate;Machine Learning:Advanced,1
9.31,93.67,1,2,3,6,83.4,82.89,91.85,58.05,CSE,JavaScript:Advanced;Machine Learning:Intermediate;React:Intermediate;CSS:Beginner;Java:Intermediate,1
6.27,55.14,0,0,3,5,80.53,67.88,38.92,93.65,EEE,React:Beginner;HTML:Beginner,1
8.04,61.37,1,1,1,6,66.88,96.98,76.05,60.31,ECE,Data Science:Intermediate;Java:Intermediate;C++:Intermediate;React:Beginner;CSS:Intermediate,1
5.28,81.75,1,1,3,0,50.45,84.54,52.69,76.28,CIVIL,React:Intermediate;HTML:Beginner;CSS:Beginner,0
7.73,95.57,1,0,3,2,51.95,77.91,94.54,51.2,ECE,C++:Beginner;SQL:Advanced;HTML:Beginner;Java:Intermediate;React:Intermediate,1
9.61,70.8,0,0,5,6,39.52,81.87,98.17,45.51,MECH,HTML:Intermediate;Data Science:Intermediate;CSS:Intermediate,1
9.73,59.82,0,3,1,0,49.42,79.72,53.55,54.98,CSE,Data Science:Advanced;SQL:Intermediate,1
5.08,95.37,3,0,5,3,85.9,63.66,49.67,61.44,CSE,HTML:Beginner;React:Beginner;CSS:Beginner;JavaScript:Intermediate;C++:Intermediate,0
6.71,79.95,0,0,1,4,46.88,82.23,95.47,51.41,CIVIL,JavaScript:Beginner;Data Science:Beginner;React:Beginner,1
5.06,57.07,0,3,1,0,70.94,93.98,83.14,65.16,ECE,HTML:Advanced;SQL:Intermediate;React:Beginner,1
6.54,71.73,0,2,3,2,73.69,90.69,76.66,73.98,EEE,Data Science:Intermediate;Java:Beginner;C++:Beginner;Machine Learning:Intermediate,1
5.31,89.16,1,1,4,0,98.55,98.6,86.94,92.55,ECE,HTML:Intermediate;Machine Learning:Intermediate;React:Advanced;SQL:Advanced;Data Science:Intermediate,1
5.09,59.4,0,1,4,7,51.44,41.96,38.3,92.06,EEE,CSS:Advanced;Machine Learning:Intermediate,1
5.16,99.74,2,1,1,2,36.18,45.81,93.82,80.69,EEE,React:Intermediate;SQL:Advanced;Data Science:Beginner;C++:Intermediate;JavaScript:Advanced,0
5.15,91.7,0,1,5,6,47.7,72.45,69.35,85.95,ECE,React:Intermediate;C++:Beginner;CSS:Intermediate;Java:Intermediate,1
8.88,64.06,1,1,3,0,35.5,65.98,52.7,65.96,CIVIL,C++:Intermediate;Machine Learning:Advanced,1
6.51,69.12,1,0,2,2,89.93,59.12,81.48,64.07,CSE,Machine Learning:Intermediate;SQL:Advanced;Data Science:Beginner,0
9.72,56.67,1,0,3,2,62.24,32.15,37.13,64.08,MECH,React:Intermediate;CSS:Advanced;SQL:Advanced,0
8.16,65.3,3,2,0,8,50.47,76.83,48.93,47.94,MECH,JavaScript:Beginner;CSS:Intermediate;HTML:Intermediate;Java:Intermediate;Python:Intermediate,1
6.02,83.33,0,1,5,3,81.44,69.45,77.11,70.69,IT,C++:Advanced;SQL:Beginner;HTML:Beginner;JavaScript:Intermediate;Python:Intermediate,1
8.47,88.9,1,2,4,1,67.19,94.11,80.17,58.39,EEE,JavaScript:Beginner;Machine Learning:Beginner;Java:Beginner;HTML:Beginner,1
5.33,84.72,1,2,2,1,36.24,90.72,77.21,53.87,EEE,SQL:Advanced;CSS:Intermediate,0
7.47,80.15,0,0,4,5,63.87,84.99,35.89,88.11,EEE,HTML:Intermediate;React:Intermediate;C++:Beginner,1
6.79,62.97,2,1,0,1,65.08,95.54,63.9,53.29,CSE,SQL:Intermediate;JavaScript:Intermediate;Java:Intermediate;HTML:Beginner,0
6.66,61.92,2,1,3,3,79.5,34.81,93.01,52.8,CIVIL,CSS:Advanced;React:Beginner;JavaScript:Intermediate;C++:Intermediate,0
7.83,74.52,2,1,1,8,59.14,68.52,40.3,75.31,ECE,CSS:Intermediate;C++:Intermediate;Java:Advanced;JavaScript:Advanced;React:Advanced,1
9.41,66.55,0,0,4,6,92.84,85.37,98.47,88.4,MECH,SQL:Advanced;Python:Beginner;HTML:Advanced;React:Intermediate,1
9.84,85.32,0,1,6,1,78.4,36.81,88.55,77.23,CIVIL,React:Beginner;JavaScript:Advanced;HTML:Intermediate;Data Science:Advanced;CSS:Advanced,1
7.43,89.24,0,0,4,2,51.22,83.67,91.17,99.66,IT,JavaScript:Intermediate;CSS:Beginner;Java:Advanced;SQL:Intermediate;HTML:Intermediate,1
6.0,86.26,0,0,0,4,50.85,73.66,35.86,41.28,CIVIL,CSS:Advanced;JavaScript:Intermediate;HTML:Advanced;Python:Intermediate,0
7.8,57.95,0,0,6,5,38.36,73.59,89.68,68.02,IT,C++:Advanced;CSS:Advanced,1
5.77,95.13,3,0,6,8,73.27,63.06,54.25,48.62,IT,Machine Learning:Beginner;HTML:Advanced;Data Science:Advanced,0
8.45,56.52,2,0,3,3,57.95,78.93,65.57,42.26,CIVIL,React:Beginner;HTML:Advanced;C++:Intermediate;JavaScript:Intermediate;Machine Learning:Intermediate,0
8.98,73.62,1,1,1,6,59.39,51.95,94.04,88.51,IT,Python:Advanced;C++:Advanced;Data Science:Intermediate;CSS:Intermediate,1
8.33,79.66,2,1,1,6,56.46,80.0,82.54,78.11,IT,JavaScript:Beginner;Java:Beginner;HTML:Beginner,1
5.79,95.88,0,0,3,7,82.12,80.62,61.86,96.37,EEE,JavaScript:Intermediate;HTML:Intermediate;SQL:Beginner;Machine Learning:Intermediate;Data Science:Beginner,1
8.29,83.85,0,1,4,6,80.63,49.81,74.64,63.02,IT,Data Science:Intermediate;HTML:Intermediate;Python:Beginner;C++:Beginner,1
7.63,66.48,0,0,3,4,91.62,43.02,61.62,50.0,CSE,Java:Beginner;Python:Intermediate;C++:Intermediate,1
8.41,88.21,1,0,6,6,80.2,60.08,62.74,48.27,EEE,Data Science:Intermediate;SQL:Intermediate,1
9.37,98.96,1,0,5,0,78.89,94.09,43.98,57.3,CSE,React:Beginner;C++:Intermediate,1
5.34,64.01,0,0,3,0,57.71,35.64,92.31,70.55,IT,JavaScript:Intermediate;C++:Beginner;Python:Intermediate;SQL:Intermediate;HTML:Advanced,0
8.86,80.55,0,2,0,4,68.81,31.56,80.73,91.25,CIVIL,Python:Intermediate;CSS:Beginner,1
8.27,57.22,0,1,4,0,52.85,85.55,47.77,58.0,CSE,SQL:Intermediate;JavaScript:Beginner,1
9.15,71.69,0,1,5,1,77.05,60.03,89.43,77.43,MECH,Python:Intermediate;JavaScript:Intermediate,1
8.47,85.31,0,0,4,0,37.3,51.38,69.18,45.95,EEE,Python:Beginner;CSS:Intermediate;Data Science:Intermediate,1
9.01,73.6,0,1,6,8,86.65,55.32,36.93,48.74,CSE,Java:Intermediate;SQL:Advanced,1
5.32,63.28,0,1,3,0,91.64,34.86,50.98,71.71,MECH,C++:Beginner;Machine Learning:Intermediate;SQL:Intermediate,0
6.25,85.48,3,1,5,5,73.77,87.3,39.96,61.42,MECH,Java:Intermediate;Machine Learning:Intermediate;JavaScript:Intermediate;Python:Intermediate;SQL:Advanced,0
6.87,96.81,0,0,0,1,64.92,79.54,66.19,77.7,ECE,SQL:Intermediate;Python:Advanced,1
9.86,74.72,0,1,1,0,54.64,88.9,38.8,53.7,ECE,C++:Advanced;Data Science:Intermediate,1
7.73,88.2,0,0,2,5,36.95,83.58,85.7,86.52,CIVIL,Python:Intermediate;Java:Advanced,1
5.37,99.76,2,0,3,6,59.44,56.15,55.45,51.92,CSE,HTML:Advanced;C++:Advanced;CSS:Intermediate,0
9.92,61.51,0,0,6,2,46.94,40.1,77.12,40.92,ECE,JavaScript:Beginner;React:Intermediate;Java:Advanced,1
5.28,67.51,0,0,1,3,82.76,68.93,51.79,69.26,IT,JavaScript:Intermediate;React:Advanced,0
7.79,64.41,0,2,2,2,98.31,81.56,42.1,94.08,CSE,Machine Learning:Advanced;SQL:Advanced,1
7.11,95.49,0,1,4,7,82.25,51.39,51.17,91.49,ECE,React:Intermediate;Data Science:Intermediate;Java:Beginner;Python:Intermediate,1
8.08,72.59,1,0,4,0,68.51,44.8,88.27,60.24,EEE,React:Intermediate;Python:Beginner;SQL:Beginner,1
5.58,69.83,0,0,4,6,89.26,62.41,80.77,73.13,IT,Python:Intermediate;JavaScript:Beginner;Java:Beginner;Machine Learning:Beginner;C++:Advanced,1
7.8,67.28,2,1,3,5,92.1,74.92,51.82,92.65,IT,SQL:Intermediate;React:Intermediate;Python:Intermediate;HTML:Beginner;JavaScript:Intermediate,1
5.74,63.81,3,1,6,0,53.65,54.14,67.03,74.03,IT,Java:Intermediate;Machine Learning:Intermediate;React:Beginner;SQL:Intermediate,0
5.59,99.54,3,2,3,0,73.2,34.76,53.09,74.31,MECH,CSS:Beginner;Python:Beginner,0
8.89,67.31,0,2,1,0,54.9,49.76,38.44,66.09,EEE,HTML:Beginner;React:Intermediate;Data Science:Intermediate,1
5.05,67.69,0,2,2,2,48.82,65.86,84.84,56.43,EEE,React:Intermediate;Java:Advanced;SQL:Intermediate,0
7.34,88.29,3,2,0,1,44.1,43.55,95.75,99.08,ECE,Data Science:Advanced;Java:Beginner;CSS:Beginner;JavaScript:Intermediate;HTML:Intermediate,0
5.18,84.11,0,2,0,5,52.76,85.95,63.4,64.0,EEE,SQL:Intermediate;C++:Advanced;CSS:Beginner;Data Science:Beginner;JavaScript:Intermediate,1
5.7,99.22,0,1,2,4,44.56,91.03,90.68,88.09,CSE,Machine Learning:Beginner;C++:Advanced;SQL:Beginner;React:Beginner,1
6.19,78.1,1,0,3,8,72.27,54.15,42.88,53.1,CSE,React:Advanced;Data Science:Advanced;Python:Intermediate;SQL:Beginner,0
6.92,94.89,0,3,5,3,36.29,39.53,52.01,50.37,EEE,C++:Intermediate;React:Advanced;CSS:Intermediate;Data Science:Advanced;Java:Intermediate,1
8.33,60.99,1,0,5,3,71.95,96.36,82.4,87.05,ECE,Machine Learning:Beginner;HTML:Beginner;SQL:Beginner;CSS:Intermediate;C++:Intermediate,1
9.89,67.89,0,1,3,5,61.46,94.48,39.54,61.61,MECH,C++:Advanced;Data Science:Advanced;JavaScript:Beginner;HTML:Intermediate;Python:Intermediate,1
6.81,81.71,0,0,4,0,82.27,93.61,77.83,58.1,CIVIL,Python:Advanced;CSS:Intermediate,1
6.46,80.77,4,1,5,1,43.81,82.51,61.75,43.56,ECE,C++:Intermediate;JavaScript:Advanced;Data Science:Advanced,0
8.84,74.44,0,1,4,8,66.39,97.82,73.78,42.46,CIVIL,Data Science:Intermediate;Java:Intermediate,1
5.59,68.3,0,0,3,2,94.78,81.72,96.15,73.29,ECE,C++:Intermediate;Java:Advanced;Python:Intermediate;React:Intermediate,1
9.35,81.95,2,3,2,3,72.33,46.07,80.26,53.88,CIVIL,React:Intermediate;Machine Learning:Intermediate;Data Science:Beginner;SQL:Advanced,1
8.07,87.37,1,1,4,8,67.01,67.94,90.71,74.48,EEE,C++:Beginner;Data Science:Advanced;SQL:Beginner;React:Intermediate;HTML:Intermediate,1
6.46,75.71,1,1,5,0,61.76,92.23,49.57,59.72,MECH,Python:Advanced;Java:Beginner,1
8.61,74.51,0,1,2,5,75.49,72.51,62.91,74.03,ECE,CSS:Advanced;C++:Advanced,1
9.37,95.79,3,1,6,4,89.11,81.73,51.57,62.48,MECH,HTML:Intermediate;Java:Intermediate;C++:Beginner;CSS:Intermediate;React:Intermediate,1
9.38,91.91,2,1,4,1,57.87,72.15,87.87,84.27,EEE,Python:Intermediate;C++:Advanced,1
7.26,55.05,0,2,2,2,35.04,95.35,66.34,75.87,CIVIL,SQL:Intermediate;JavaScript:Intermediate;React:Intermediate;Python:Intermediate;Java:Beginner,1
5.68,99.11,0,0,3,3,62.44,95.35,68.09,46.15,CIVIL,React:Advanced;CSS:Beginner;Java:Intermediate;Data Science:Beginner,0
9.49,68.02,0,0,0,8,84.08,85.03,52.96,86.98,MECH,JavaScript:Intermediate;SQL:Advanced;React:Intermediate,1
5.04,68.8,1,2,4,1,95.21,37.92,66.28,69.05,CSE,Machine Learning:Beginner;SQL:Beginner;JavaScript:Advanced,0
6.5,88.55,0,0,1,3,85.53,70.47,50.87,77.42,ECE,React:Beginner;SQL:Beginner;CSS:Advanced,1
9.58,84.78,3,2,5,1,86.28,90.32,98.57,86.67,IT,C++:Advanced;HTML:Advanced;CSS:Advanced;SQL:Beginner,1
5.4,98.13,2,1,5,0,40.41,52.87,39.8,44.22,MECH,JavaScript:Advanced;Machine Learning:Intermediate;React:Intermediate;HTML:Beginner;C++:Advanced,0
6.66,90.6,0,1,3,7,86.65,31.29,48.0,62.71,CIVIL,Java:Beginner;C++:Intermediate;HTML:Beginner;Python:Advanced;Machine Learning:Beginner,1
8.77,91.9,2,0,3,3,56.78,60.29,57.28,78.84,ECE,HTML:Intermediate;CSS:Intermediate;SQL:Intermediate;Python:Intermediate;Java:Intermediate,0
8.41,57.94,1,1,5,0,81.38,64.36,80.77,96.56,EEE,CSS:Intermediate;React:Intermediate;Machine Learning:Advanced,1
8.9,64.64,0,0,1,4,77.35,65.93,91.2,98.03,CIVIL,CSS:Intermediate;C++:Intermediate,1
5.26,86.47,0,0,6,6,41.67,59.4,44.07,72.51,CSE,Python:Beginner;React:Intermediate;CSS:Advanced;HTML:Beginner;SQL:Beginner,1
8.44,96.58,2,1,5,3,62.63,68.12,77.1,94.5,IT,Python:Advanced;C++:Intermediate,1
5.38,76.7,0,1,5,2,85.21,33.07,46.87,60.4,CIVIL,JavaScript:Beginner;CSS:Intermediate;Java:Advanced;Python:Intermediate;Machine Learning:Intermediate,1
8.27,76.18,1,2,3,2,92.36,80.93,84.65,61.96,EEE,Data Science:Beginner;Machine Learning:Intermediate,1
8.23,85.11,1,1,5,2,42.28,95.65,62.1,45.35,ECE,Java:Advanced;SQL:Beginner;C++:Advanced;Machine Learning:Beginner;JavaScript:Intermediate,1
8.97,62.8,1,1,1,4,46.3,33.82,87.67,97.05,IT,CSS:Intermediate;Data Science:Intermediate;JavaScript:Intermediate;C++:Intermediate;SQL:Advanced,1
9.46,59.06,0,0,2,0,42.19,72.96,81.95,80.77,CSE,SQL:Intermediate;JavaScript:Beginner;HTML:Beginner;Data Science:Intermediate;Python:Beginner,1
5.34,87.32,1,1,0,2,72.33,43.02,62.48,57.15,CSE,React:Intermediate;CSS:Beginner;JavaScript:Beginner;Data Science:Beginner,0
6.29,71.36,1,0,1,7,58.17,42.44,63.82,58.03,ECE,SQL:Intermediate;C++:Advanced;HTML:Intermediate,0
9.93,74.35,0,2,0,2,57.12,80.15,78.26,97.6,ECE,Machine Learning:Intermediate;SQL:Advanced,1
6.69,61.33,0,1,0,1,51.34,99.41,39.24,77.01,IT,Machine Learning:Beginner;React:Advanced;Data Science:Intermediate,0
6.28,57.5,0,1,4,3,50.72,31.39,40.13,95.31,MECH,Python:Intermediate;HTML:Intermediate;SQL:Intermediate;C++:Intermediate,0
5.29,63.2,0,1,4,5,42.0,90.69,84.87,85.67,MECH,CSS:Beginner;Java:Intermediate;Python:Intermediate;SQL:Intermediate;React:Intermediate,1
8.09,79.47,4,1,0,2,98.92,74.41,85.54,51.19,CIVIL,React:Intermediate;JavaScript:Advanced;Machine Learning:Intermediate,0
6.82,74.62,1,2,6,1,89.62,67.51,53.68,42.85,MECH,JavaScript:Beginner;Java:Intermediate;Machine Learning:Intermediate;React:Intermediate;C++:Intermediate,1
5.82,91.97,0,0,3,5,39.48,54.29,83.03,72.25,MECH,HTML:Beginner;Python:Intermediate;CSS:Intermediate;Java:Beginner;C++:Beginner,0
9.16,66.35,0,0,4,0,99.99,54.5,77.26,86.87,CIVIL,Python:Beginner;JavaScript:Beginner,1
7.89,86.97,1,0,0,0,90.15,75.93,94.98,93.62,CSE,Machine Learning:Advanced;Data Science:Advanced;HTML:Intermediate,1
7.72,89.9,0,2,2,0,66.41,75.79,79.79,43.94,EEE,Java:Beginner;CSS:Intermediate;C++:Advanced,1
5.05,59.86,2,0,1,4,36.8,92.68,90.24,72.05,CSE,SQL:Beginner;Python:Beginner,0
7.42,66.08,0,0,4,5,88.77,90.19,79.39,94.57,IT,C++:Intermediate;CSS:Beginner;JavaScript:Intermediate,1
6.34,71.76,0,2,2,4,89.79,90.08,79.52,98.35,IT,React:Beginner;CSS:Intermediate;SQL:Intermediate,1
6.49,85.71,1,0,3,5,64.16,91.98,56.21,45.07,ECE,React:Intermediate;HTML:Intermediate;JavaScript:Beginner;Machine Learning:Beginner,0
7.68,80.77,0,2,1,1,51.42,55.28,59.57,84.34,CSE,CSS:Intermediate;React:Beginner;JavaScript:Intermediate;Java:Intermediate,1
5.47,75.38,1,3,1,3,47.55,75.16,92.25,81.6,MECH,SQL:Intermediate;Java:Intermediate;HTML:Beginner;JavaScript:Beginner,1
9.03,63.79,0,3,2,7,44.03,98.63,61.06,68.16,ECE,Machine Learning:Intermediate;SQL:Intermediate;Python:Intermediate;Java:Intermediate;Data Science:Beginner,1
9.93,55.86,0,0,3,6,38.51,79.19,45.93,41.43,CIVIL,JavaScript:Advanced;SQL:Intermediate;React:Advanced;Machine Learning:Advanced,1
6.3,92.37,0,2,2,4,45.69,54.45,62.24,68.53,CIVIL,HTML:Advanced;SQL:Intermediate;Data Science:Advanced,1
7.95,75.29,1,2,0,7,87.22,86.78,36.18,50.12,IT,Java:Beginner;CSS:Intermediate,1
6.44,80.8,1,2,4,6,60.64,88.2,63.82,48.06,EEE,React:Advanced;SQL:Beginner,1
9.67,61.82,0,1,6,3,60.41,86.18,81.89,44.2,ECE,HTML:Beginner;Machine Learning:Intermediate;Python:Intermediate,1
7.97,86.25,2,1,1,4,82.02,72.07,66.37,64.07,CSE,Machine Learning:Intermediate;Java:Beginner;HTML:Intermediate,1
5.74,94.79,0,1,2,3,81.85,59.25,85.11,77.89,CIVIL,Data Science:Beginner;SQL:Advanced;Machine Learning:Advanced;Python:Beginner,1
9.4,62.99,0,2,0,0,95.79,92.18,86.59,47.22,ECE,Java:Intermediate;SQL:Advanced;C++:Intermediate;React:Intermediate,1
5.0,91.69,2,0,3,8,35.54,94.55,96.55,68.62,CSE,React:Beginner;JavaScript:Advanced;Python:Intermediate;Data Science:Beginner;C++:Intermediate,0
5.09,98.26,1,0,6,1,52.49,84.82,69.71,86.74,MECH,C++:Advanced;Data Science:Intermediate;Machine Learning:Beginner;Java:Beginner,1
5.95,57.04,1,1,0,2,69.76,52.23,70.59,73.17,CSE,CSS:Beginner;Machine Learning:Intermediate;SQL:Advanced,0
7.79,58.98,2,0,4,3,86.3,47.67,96.73,45.69,CIVIL,SQL:Advanced;Data Science:Intermediate;Machine Learning:Intermediate;CSS:Beginner;React:Beginner,0
7.95,61.72,1,2,3,5,88.29,90.34,56.34,56.12,ECE,HTML:Intermediate;Python:Intermediate;CSS:Intermediate,1
6.15,87.28,0,0,5,1,82.08,98.99,60.84,84.84,IT,SQL:Beginner;C++:Advanced;Python:Intermediate;Machine Learning:Beginner,1
9.54,96.15,2,0,6,3,87.13,75.21,40.41,76.09,CSE,SQL:Advanced;CSS:Advanced;React:Advanced;Data Science:Beginner;Python:Advanced,1
6.1,60.74,3,1,0,3,48.94,41.21,47.1,92.26,ECE,Machine Learning:Beginner;Python:Beginner;CSS:Beginner;Data Science:Intermediate,0
8.11,73.34,1,1,6,1,77.77,69.96,59.72,53.24,MECH,JavaScript:Advanced;C++:Beginner;React:Intermediate;Data Science:Beginner,1
9.7,67.9,1,1,3,3,78.47,31.83,86.01,63.6,MECH,React:Intermediate;CSS:Advanced;JavaScript:Advanced,1
9.39,61.39,0,1,6,6,93.15,87.64,60.25,40.26,CSE,JavaScript:Advanced;SQL:Advanced;Python:Intermediate,1
5.3,97.68,3,2,5,6,71.13,33.28,57.39,78.6,EEE,HTML:Intermediate;Data Science:Advanced;C++:Intermediate;CSS:Advanced,0
7.72,69.86,1,2,3,0,35.69,89.43,92.93,54.35,MECH,SQL:Beginner;React:Intermediate;C++:Beginner;JavaScript:Intermediate,1
6.88,74.33,0,1,2,7,53.49,79.2,67.93,62.94,EEE,SQL:Intermediate;Machine Learning:Beginner;Java:Advanced;JavaScript:Intermediate;CSS:Intermediate,1
8.79,94.98,0,4,1,4,65.57,49.22,35.45,63.18,EEE,Machine Learning:Intermediate;HTML:Intermediate;C++:Intermediate;CSS:Intermediate,1
7.61,87.58,2,0,5,8,91.8,78.74,87.39,56.59,MECH,C++:Beginner;JavaScript:Intermediate;Machine Learning:Intermediate;Java:Intermediate;CSS:Intermediate,1
7.69,72.37,1,1,4,8,68.44,40.85,92.64,81.44,CSE,SQL:Intermediate;CSS:Beginner;C++:Intermediate;HTML:Beginner,1
7.49,98.18,2,2,6,3,59.77,36.91,66.94,49.36,CSE,Machine Learning:Beginner;JavaScript:Advanced;C++:Intermediate;SQL:Advanced,1
6.62,61.12,0,2,5,3,61.75,41.18,95.49,60.67,EEE,Python:Beginner;React:Intermediate,1
6.08,58.97,0,0,3,4,64.32,47.05,70.86,90.28,ECE,Machine Learning:Beginner;SQL:Intermediate;C++:Beginner;CSS:Beginner;JavaScript:Intermediate,0
7.1,96.56,1,0,6,4,42.18,96.54,77.24,62.79,CSE,SQL:Beginner;HTML:Beginner;JavaScript:Intermediate;React:Intermediate,1
8.04,71.44,0,4,1,1,67.75,94.13,77.63,52.57,IT,Python:Intermediate;C++:Advanced,1
9.92,97.66,0,0,5,8,80.16,46.28,56.08,55.19,ECE,Python:Beginner;HTML:Intermediate,1
8.27,63.82,0,3,5,6,86.5,70.83,35.72,73.33,MECH,React:Advanced;HTML:Intermediate;Machine Learning:Advanced;JavaScript:Beginner;SQL:Advanced,1
6.8,69.7,0,0,1,3,90.01,48.16,39.87,84.56,IT,C++:Advanced;CSS:Intermediate,0
6.44,78.8,1,2,4,8,82.21,92.22,65.33,78.84,MECH,Data Science:Advanced;HTML:Beginner;React:Advanced;CSS:Beginner,1
6.07,84.88,0,0,1,6,70.95,73.89,90.82,44.26,CIVIL,Machine Learning:Intermediate;C++:Advanced;Java:Beginner,1
9.55,88.57,1,1,5,5,50.87,81.73,96.81,89.4,MECH,Data Science:Advanced;CSS:Intermediate,1
8.67,59.1,1,1,0,8,80.97,80.88,98.39,76.72,IT,Machine Learning:Advanced;HTML:Intermediate;Python:Intermediate;Data Science:Beginner;Java:Advanced,1
6.59,59.46,1,0,1,2,37.49,94.22,65.71,89.87,CIVIL,CSS:Beginner;Python:Beginner;Java:Advanced;Machine Learning:Intermediate;C++:Intermediate,0
7.58,74.96,2,1,1,8,96.18,40.53,89.02,59.77,CIVIL,JavaScript:Advanced;Machine Learning:Intermediate;Java:Intermediate;C++:Advanced,1
5.6,58.72,1,1,4,3,36.5,70.11,72.22,56.42,CIVIL,Data Science:Intermediate;C++:Advanced,0
8.13,57.96,1,1,2,6,61.11,73.21,61.72,91.87,CIVIL,CSS:Intermediate;HTML:Intermediate,1
9.2,94.44,0,0,1,4,82.14,69.13,94.32,96.82,ECE,JavaScript:Beginner;SQL:Advanced,1
6.88,90.7,2,4,3,3,73.59,72.85,35.22,71.27,MECH,Java:Beginner;React:Advanced,1
8.31,87.41,0,2,6,4,74.06,83.7,72.93,66.88,CIVIL,React:Intermediate;Python:Advanced;HTML:Advanced;Java:Beginner,1
8.42,65.38,1,1,2,0,97.74,80.35,83.79,78.71,IT,C++:Advanced;SQL:Intermediate;Java:Beginner;Machine Learning:Intermediate,1
8.05,92.45,2,2,0,1,74.46,34.53,66.41,62.22,IT,React:Advanced;Java:Intermediate;Data Science:Intermediate;CSS:Intermediate,0
6.85,74.16,1,2,0,8,52.37,50.53,62.11,66.81,ECE,Data Science:Intermediate;Java:Beginner,1
8.28,65.09,0,2,2,1,84.57,70.19,87.47,90.71,MECH,Data Science:Beginner;React:Beginner,1
9.15,71.85,0,1,6,2,84.47,48.01,41.6,85.2,CSE,Machine Learning:Beginner;Java:Intermediate;CSS:Advanced;JavaScript:Intermediate,1
5.11,62.45,3,0,2,7,44.4,38.72,41.33,59.07,CSE,React:Advanced;Data Science:Intermediate;Python:Advanced,0
9.19,63.69,0,1,2,3,57.74,48.97,38.72,81.97,CIVIL,CSS:Intermediate;HTML:Intermediate;C++:Intermediate;Data Science:Beginner,1
6.74,84.67,0,2,6,3,73.28,64.24,37.21,55.64,EEE,Data Science:Intermediate;JavaScript:Intermediate;Java:Beginner,1
7.84,59.18,2,1,0,7,55.18,75.11,84.82,68.23,IT,Data Science:Intermediate;React:Intermediate;SQL:Intermediate,1
8.43,61.83,2,3,0,3,42.7,83.51,74.41,87.44,IT,CSS:Advanced;Data Science:Intermediate;React:Intermediate;HTML:Intermediate;Machine Learning:Intermediate,1
6.38,80.83,4,0,3,2,45.15,90.57,80.01,95.19,IT,Data Science:Intermediate;Java:Beginner,0
6.6,87.13,1,1,4,0,37.94,56.7,93.52,46.98,ECE,JavaScript:Advanced;SQL:Advanced,1
7.45,92.45,3,0,6,0,84.28,85.71,53.55,59.87,CIVIL,SQL:Intermediate;Machine Learning:Intermediate;React:Advanced,1
5.97,64.49,0,0,4,3,82.26,79.83,36.87,72.01,CSE,Data Science:Beginner;CSS:Advanced;SQL:Intermediate;Python:Beginner;Machine Learning:Intermediate,0
5.56,62.93,1,1,2,6,90.25,43.47,47.69,84.16,CIVIL,JavaScript:Intermediate;React:Advanced;Machine Learning:Advanced,0
